codmat|descripcion|marca|codfam|subfam|Estado|undbase|und A|und B|und C 
004558|CUAD ESPIRAL 100HJ CUADRI CUADER PQ H.Q.|KIMBERLY|002|014|D|UNI|DOC|CTO|
004559|CUAD ESPIRAL 100HJ RAYADO CUADER PQ K.S.|KIMBERLY|002|014|D|UNI||CTO|
004560|CUAD ESPIRAL 100HJ CUADRI CUADER PQ K.S.|KIMBERLY|002|014|D|UNI|DOC|CTO|
004561|CUAD ESPIRAL 100HJ CUADRI CUADER 6876|JEAN BOOK|002|014|D|UNI|DOC|CTO|
004562|CUAD ESPIRAL 100HJ RAYADO CUADER 6576|JEAN BOOK|002|014|D|UNI|DOC|CTO|
004563|CUAD ESPIRAL 120HJ CUADRI UNIVER 6873|JEAN BOOK|002|014|D|UNI|DOC|CTO|
004565|CUAD ESPIRAL 100HJ RAYADO CARTA  PLAST  |S/M|002|014|D|UNI|DOC|CTO|
004566|CUAD ESPIRAL 200HJ CUADRI UNIVER 5 DIV|JUSTUS|002|014|D|UNI|DOC|CTO|
004568|CUAD ESPIRAL 200HJ RAYADO CARTA|LORO|002|014|D|UNI|DOC|CTO|
004569|CUAD ESPIRAL 200HJ RAYADO UNIVER 5 DIV|JUSTUS|002|014|D|UNI|DOC|CTO|
004570|CUAD ESPIRAL 100HJ CTA AMERICANO RAYADO|JUSTUS|002|014|A|UNI|DOC|CTO|
004571|CUAD ESPIRAL 100HJ CTA AMERICANO CUADRI|JUSTUS|002|014|A|UNI|DOC|CTO|
004572|CUAD ESPIRAL       CUADRI LIBRET /BOLSIL|JUSTUS|002|014|D|UNI|DOC|CTO|
004575|CUAD ESPIRAL 200HJ CUADRI UNIVER ULTRA|ARCO IRIS|002|014|D|UNI|DOC|CTO|
004576|CUAD ESPIRAL 180HJ CUADRI CARTA  HARD BO|ARTESCO|002|014|D|UNI|DOC|CTO|
004577|CUAD ESPIRAL  96HJ CUADRI A-4 HARD BOOK|ARTESCO|002|014|D|UNI|DOC|CTO|
004578|CUAD ESPIRAL  96HJ RAYADO A-4 HARD BOOK|ARTESCO|002|014|D|UNI|DOC|CTO|
004581|CUAD ESPIRAL 192HJ CUADRI A-5 WARNER|STANDFORD|002|014|D|UNI|DOC|CTO|
004582|CUAD ESPIRAL 200HJ CUADRI A-4  WARNER|STANDFORD|002|014|D|UNI|DOC|CTO|
004583|CUAD ESPIRAL 100HJ CUADRI A-4 WARNER|STANDFORD|002|014|D|UNI|DOC|CTO|
004584|CUAD ESPIRAL 100HJ RAYADO A-4 WARNER|STANDFORD|002|014|D|UNI|DOC|CTO|
004585|CUAD ESPIRAL 200HJ CUADRI A-4  COLOR|STANDFORD|002|014|D|UNI|DOC|CTO|
004586|CUAD ESPIRAL       RY/CUA LIBRET|PETISA|002|014|D|UNI|CTO|MLL|
004587|CUAD ESPIRAL 70HJ CUADRI LIBRETA|ARCO IRIS|002|014|A|UNI|DOC|CTO|
004588|CUAD ESPIRAL  70HJ RAYADO LIBRET|ARCO IRIS|002|014|D|UNI|DOC|CTO|
004589|CUAD ESPIRAL               C/MICA C/MARR|S/M|002|014|D|UNI|CTO||
004590|CUAD ESPIRAL               C/MICA C/MARR|S/M|002|014|D|UNI|CTO||
004591|CUADERNO DIBUJO CHICO                   |ATLAS|002|016|D|UNI|DOC|CTO|
004592|CUADERNO DIBUJO GRANDE                  |ATLAS|002|016|D|UNI|DOC|CTO|
004593|CUADERNO DIBUJO CHICO                   |CAMPER|002|016|D|UNI|DOC|CTO|
004594|CUADERNO DIBUJO GRANDE                  |CAMPER|002|016|D|UNI|DOC|CTO|
004595|CUADERNO DIBUJO CHICO|JUSTUS|002|016|D|UNI|DOC|CTO|
004596|CUADERNO DIBUJO GRANDE|JUSTUS|002|016|D|UNI|DOC|CTO|
004597|CUADERNO DIBUJO CHICO 20 HJ|LORO|002|016|D|UNI|DOC|CTO|
004598|CUADERNO DIBUJO GRANDE 20 HJ|LORO|002|016|D|UNI|DOC|CTO|
004599|CUADERNO DIBUJO GRANDE                  |PATRIA|002|016|D|UNI|CTO||
004600|CUADERNO DIBUJO CHICO  C/M|S/M|002|016|D|UNI|DOC|CTO|
004601|CUADERNO DIBUJO GRANDE C/M              |S/M|002|016|D|UNI|DOC|CTO|
004602|CUADERNO DIBUJO CHICO|JESUS|002|016|D|UNI|DOC|CTO|
004603|CUADERNO DIBUJO CHICO                   |FRISCO|002|016|D|UNI|DOC|CTO|
004604|CUADERNO DIBUJO GRANDE                  |JESUS|002|016|D|UNI|DOC|CTO|
004606|CUADERNO DIBUJO CHICO|STANDFORD|010|016|D|UNI|DOC|CTO|
004607|CUADERNO DIBUJO CHICO  C/M|STANDFORD|010|016|D|UNI|DOC|CTO|
004608|CUADERNO DIBUJO GRANDE C/M|STANDFORD|002|016|D|UNI|DOC|CTO|
004609|CUADERNO DE CONTROL|FINIX|002|017|A|UNI|DOC|CTO|
004610|CUADERNO DE MUSICA|FINIX|002|017|A|UNI|DOC|CTO|
004611|CUADERNO DE CONTROL 20 HJS|STANDFORD|010|017|D|UNI|DOC|CTO|
004612|CARTULINA FOSFORESC COLOR     50X65     |NACIONAL|002|018|D|CTO|DOC0.120|CTO|
004645|CARTULINA CANSON       150 GR 50X65     |FRANCES|002|019|D|UNI|DOC|CTO|
004663|CARTULINA SEPARAD                       |S/M|002|021|D|UNI|CTO||
004664|FOLD  PLASTIF IMPRE Y COLOR VARIAD      |TIFICADO|002|022|D|UNI|||
004665|FOLD  PLASTIF COL|S/M|002|022|D|CTO|PAQ0.250|CTO|
004689|FILE  MANILA A-4|GRAPHOS|002|022|D|CTO|UNI0.010|CTO|
004696|FILE  MANILA OFICIO T/P||002|022|D|CTO|||
004701|FILE  MANILA A-4    COL.PLAST.          |GALVIC|002|022|D|CTO|PAQ0.250|CTO|
004713|FILE  MANILA VERDE  C/IMP.        C.D.C.|C.D.C.J.|002|022|D|CTO|MLL10||
004716|FILE MANILA VERDE  C/IMP.|C.D.C.J.|002|022|D|CTO|MLL10||
004723|FOLDER COLGANTE C/VARILLA               |GALVIC|002|025|D|UNI|DOC|CTO|
004724|FOLDER COLGANTE S/VARILLA|S/M|002|025|D|UNI|DOC|CTO|
004725|FOLDER COLGANTE C/VARILLA|L. G.|002|025|A|UNI|DOC|CTO|
004727|FOLDER COLGANTE C/VARILLA|HAPPY COLOR|010|025|A|UNI|DOC|CTO|
004728|FOLDER COLGANTE 35 X 27                 |SPACE|002|025|D|UNI|CTO||
004729|F                                       ||002|025|D||MLL||
004732|FORMATO BOLETA  DE PAGO                 |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004734|FORMATO FACTURA BOND                    |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004736|FORMATO GUIA DE REMISION X3             |S/M|002|026|D|UNI|DOC|CTO|
004737|FORMATO GUIA DE REMISION X2             |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004738|FORMATO FACTURA BOND                    |S/M|002|026|D|UNI|DOC|CTO|
004739|FORMATO NOTA DE PEDIDO X 2|NACIONAL|002|026|A|UNI|DOC|CTO|
004740|FORMATO NOTA DE PEDIDO X2               |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004742|FORMATO BOLETA DE PAGO (50HJX2)|NACIONAL|002|026|A|UNI|DOC|CTO|
004743|FORMATO RECIBO 50H GRANDE|NACIONAL|002|026|D|UNI|DOC|CTO|
004744|FORMATO RECIBO 50H CHICO|NACIONAL|002|026|D|UNI|DOC|CTO|
004745|FORMATO LETR.DE CAMBIO 50 HJ            |E. POMA|002|026|D|UNI|DOC|CTO|
004747|FORMATO LETR.DE CAMBIO N/FORMATO|NACIONAL|002|026|D|UNI|DOC|CTO|
004748|FORMATO VALE    50 HJ                   |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004749|FORMATO CHEQUE  ESCOLAR|UNIVERSAL|002|026|D|UNI|DOC|CTO|
004752|FORMATO NOTA DE VENTA                   |UNIVERSAL|002|026|D|UNI|DOC|CTO|
004753|FORMATO PAGARE  UNIV                    |S/M|002|026|D|UNI|DOC|CTO|
004754|FORMATO NOTA DE CREDITO                 |S/M|002|026|D|UNI|CTO||
004755|FORMATO LETRA DE CAMBIO|NACIONAL|002|026|A|UNI|DOC|CTO|
004756|FORMATO CHEQUE  ESCOLAR|HURTADO|002|026|D|UNI|DOC|CTO|
004757|FORMATO FACTURA ESCOLAR X 50 HJ|NACIONAL|002|026|D|UNI|DOC|CTO|
004763|LIC     JUEGO   ANILLADOS        POD JUD|POD JUD|002|026|D|UNI|CTO||
004764|SERVI   FOTOC                           |S/M|002|026|D|UNI|CTO||
004772|FORM  CONT  9 7/8X11X1|STANDFORD|010|027|D|MLL|CTO0.010|MLL|
004776|FORM  CONT  9 7/8X11X3                  |LICI|002|027|D|UNI|MLL||
004783|FORM  CONT  9 7/8X7X4 BCO               |LIC|002|027|D|UNI|MLL||
004784|FORM  CONT 14 7/8X11X4 BCO              |LIC|002|027|D|UNI|MLL||
004785|FORM  CONT  9 7/8X11X4                  |LIC|002|027|D|UNI|MLL||
004786|FORM  CONT 14 7/8X11X4                  |LIC|002|027|D|UNI|MLL||
004864|HOJAS PIONER ESQUELA RAYADO (PAQX50H)|LORO|002|028|D|UNI|DOC|CTO|
004865|HOJAS PIONER ESQUELA CUADRI (PAQX50H)|LORO|002|028|D|UNI|DOC|CTO|
004866|HOJAS PIONER CARTA RAYADO (PAQX50H)|LORO|002|028|D|UNI|DOC|CTO|
004867|HOJAS PIONER CARTA CUADRI (PAQX50H)|LORO|002|028|D|UNI|DOC|CTO|
004868|HOJAS PIONER CARTA RAYADO (PAQ X 50 HJ|S/M|010|028|D|UNI|DOC|CTO|
004869|HOJAS PIONER CARTA CUADRI (PAQ X 50 HJ|S/M|010|028|D|UNI||CTO|
004883|LIBRO CAJA AMERICANA X  50FL|S/M|002|030|D|UNI|DOC||
004884|LIBRO CAJA AMERICANA X 100FL            |S/M|002|030|D|UNI|DOC||
004885|LIBRO CAJA AMERICANA X 200FL            |S/M|002|030|D|UNI|DOC||
004886|LIBRO PLANILLA SALARIO X  25FL          |S/M|002|030|D|UNI|DOC||
004887|LIBRO PLANILLA SALARIO X  50FL          |S/M|002|030|D|UNI|DOC||
004888|LIBRO PLANILLA SALARIO X 100FL          |S/M|002|030|D|UNI|DOC||
004889|LIBRO PLANILLA SALARIO X 200FL          |S/M|002|030|D|UNI|DOC||
004890|LIBRO PLANILLA SUELDO X  25FL           |S/M|002|030|D|UNI|DOC||
004891|LIBRO PLANILLA SUELDO X  50FL           |S/M|002|030|D|UNI|DOC||
004892|LIBRO PLANILLA SUELDO X 100FL           |S/M|002|030|D|UNI|DOC||
004893|LIBRO PLANILLA SUELDO X 200FL           |S/M|002|030|D|UNI|DOC||
004895|LIBRO COMPRAS 100HJ 60GR                |UNIVERSAL|002|030|D|UNI|DOC||
004897|LIBRO REGISTRO DE VENTAS X  50FL        |S/M|002|030|D|UNI|DOC||
004898|LIBRO CORRESPONDENCIA RECIBIDA|NACIONAL|002|030|D|UNI|DOC||
004899|LIBRO CORRESPONDENCIA REMITIDA|NACIONAL|002|030|D|UNI|DOC||
004901|LIBRO CAJA BANCO 200                    ||002|030|D|UNI|DOC||
004902|LIBRO REGISTRO DE COMPRAS X 100         ||002|030|D|UNI|DOC||
004904|LIBRO ACTA 200HJ 400FL 60GR             |UNIVERSAL|002|030|D|UNI|DOC|O/D12|
004906|LIBRO CAJA 100FL                        |S/M|002|030|D|UNI|DOC||
004935|LIBRO ACTA  50HJ 100FL 60GR|LUMBRE|002|030|D|UNI|DOC|CTO|
004936|LIBRO ACTA  50HJ 100FL 80GR             |LUMBRE|002|030|D|UNI|DOC|CTO|
004937|LIBRO ACTA 200HJ 400FL 60GR|LUMBRE|002|030|D|UNI|DOC|CTO|
004938|LIBRO ACTA 100HJ 200FL 80GR|LUMBRE|002|030|D|UNI|DOC|CTO|
004939|LIBRO ACTA 200HJ 400FL 80GR|LUMBRE|002|030|D|UNI|DOC|CTO|
004940|LIBRO ACTA 100HJ 200FL 60GR             |LUMBRE|002|030|D|UNI|DOC|CTO|
004941|LIBRO DIARIO 200HJ 400FL 80GR|LUMBRE|002|030|D|UNI|DOC|CTO|
004942|LIBRO DIARIO 100HJ 200FL 80GR           |LUMBRE|002|030|D|UNI|DOC|CTO|
004943|LIBRO VENTAS 100HJ 80GR|LUMBRE|002|030|D|UNI|DOC|CTO|
005016|FORMATO BOLETAS CONTINENTAL X 02 COPIA|CONTINENTAL|009|001|D|MLL|||
005017|BLOCK "EXPOPAPEL"   (ESP)      61X86X24|STANDFORD|010|032|A|UNI|DOC|CTO|
005023|PAPEL BOND 56 GR 61X86                  |ARTICO|002|040|D|CTO|RMA5||
005035|PAPEL BOND 56 GR OF.|STANDFORD|010|040|D|MLL|CTO0.100|MLL|
005036|PAPEL BOND 56 GR A-4|STANDFORD|010|040|D|MLL|CTO0.100|MLL|
005050|PAPEL BOND 55 GR 69X89|HAPPY COLOR|002|040|D|CTO|||
005053|PAPEL BOND 56 GR A-4                    |CANADIAN|010|040|D|MLL|CTO0.100|MLL|
005054|PAPEL BOND 56 GR OF.                    |CANADIAN|010|040|D|MLL|CTO0.100|MLL|
005055|PAPEL BOND       65X50 CALANDR.         |ATLAS|002|040|D|CTO|RMA5||
005056|PAPEL BOND 60 GR 65X50 CALANDR.         |ATLAS|002|040|D|CTO|RMA5||
005062|PAPEL BOND       61X86 CUADR            |S/M|002|040|D|CTO|RMA5||
005063|PAPEL BOND 56 GR 61X86                  |ARTICO|002|040|D|CTO|RMA5||
005065|PAPEL BOND 56 GR 61X86                  |PARAMONGA|002|040|D|CTO|RMA5||
005066|PAPEL BOND 56 GR 61X86                  |SUZANO|002|040|D|CTO|RMA5||
005067|PAPEL BOND 56 GR 61X86                  |CANADIAN|002|040|D|CTO|RMA5||
005069|PAPEL BOND 56 GR 69X89                  |PARAMONGA|002|040|D|CTO|RMA5||
005070|PAPEL BOND 56 GR 69X89                  |RIPAX|002|040|D|CTO|RMA5||
005071|PAPEL BOND 56 GR 69X89                  |SUZANO|002|040|D|CTO|RMA5||
005072|PAPEL BOND 56 GR 69X89                  |CANADIAN|002|040|D|CTO|RMA5||
005073|PAPEL BOND 60 GR 61X86                  |PARAMONGA|002|040|D|CTO|RMA5||
005074|PAPEL BOND 60 GR 61X86 C/S              |ATLAS|002|040|D|CTO|RMA5||
005075|PAPEL BOND 60 GR 69X89                  |ATLAS|002|040|D|CTO|RMA5||
005076|PAPEL BOND 60 GR 69X89 C/S              |ATLAS|002|040|D|CTO|RMA5||
005087|PAPEL BOND 60 GR 69X89                  |BRAZIL|002|040|D|CTO|||
005089|PAPEL BOND 60 GR 69X87 AUTOCOP          |S/M|002|040|D|CTO|RMA5||
005090|PAPEL BOND 60 GR 61X86 COLOR            |S/M|002|040|D|CTO|RMA5||
005094|PAPEL BOND       61X86 CUADRI           |S/M|002|040|D|CTO|RMA5||
005096|PAPEL BOND 60 GR 69X89                  |ATLAS|002|040|D|CTO|RMA5||
005097|PAPEL BOND 56 GR 69X89                  |ATLAS|002|040|D|CTO|RMA5||
005099|PAPEL BOND 56 GR 69X89 ALC              |BRASIL|002|040|D|CTO|RMA5||
005103|PAPEL BOND 56 GR 69X89                  |SUZANO|002|040|D|CTO|RMA5||
005104|PAPEL BOND 56 GR 61X86                  |CANADIAN|002|040|D|CTO|RMA5||
005105|PAPEL BOND 56 GR 69X89                  |CANADIAN|002|040|D|CTO|RMA5||
005117|PAPEL BOND 56 GR A-4                    |DCN|002|040|D|CTO|RMA5||
005118|PAPEL BOND 56 GR A-4                    |DCNF|002|040|D|CTO|RMA5||
005119|PAPEL BOND 56 GR 61X86                  |CLL|002|040|D|CTO|RMA5||
005120|PAPEL BOND 56 GR 69X89                  |CLL|002|040|D|CTO|RMA5||
005124|PAPEL BOND 56 GR 61X86                  |CONV|002|040|D|CTO|RMA5||
005125|PAPEL BOND 56 GR 89X69                  |CONV|002|040|D|CTO|RMA5||
005126|PAPEL BOND 56 GR 86X61                  |CONV|002|040|D|CTO|RMA5||
005127|PAPEL BOND 56 GR 61X86                  |DCN|002|040|D|CTO|RMA5||
005128|PAPEL BOND 56 GR 61X86                  |DCNF|002|040|D|CTO|RMA5||
005129|PAPEL BOND 56 GR 69X89                  |DCN|002|040|D|CTO|RMA5||
005130|PAPEL BOND 56 GR 69X89                  |DCNF|002|040|D|CTO|RMA5||
005131|PAPEL BOND 56 GR 72X102                 |DCNF|002|040|D|CTO|RMA5||
005135|PAPEL BOND 60 GR 69X89                  |PGA|002|040|D|CTO|RMA5||
005144|PAPEL BOND 60 GR 69X89|GRAPHOS|002|040|D|CTO|RMA5||
005152|PAPEL BOND 80 GR 69X89 C/S|ATLAS|011|003|D|CTO|RMA5||
005158|PAPEL BOND 75 GR OF.                    |STANDFORD|011|003|D|MLL|CTO0.100|MLL|
005159|PAPEL BOND 75/80 GR A-4                 |STANDFORD|011|002|D|MLL|CTO0.100|MLL|
005160|PAPEL BOND 70 GR 72X102                 |S/M|011|003|D|CTO|RMA5||
005170|PAPEL BOND 75 GR 61X86                  |PARAMONGA|011|003|D|CTO|RMA5||
005171|PAPEL BOND 75 GR 61X86|IMPORTADO|011|003|D|CTO|RMA5||
005172|PAPEL BOND 75 GR 61X86 EXTRA            |PARAMONGA|011|003|D|CTO|RMA5||
005175|PAPEL BOND 75 GR 69X89                  |PARAMONGA|011|003|D|CTO|RMA5||
005176|PAPEL BOND 75 GR 69X89                  |RIPAX|011|003|D|CTO|RMA5||
005196|PAPEL BOND 75 GR A-4   FOTOC            |CANADIAN|011|003|D|MLL|CTO0.100|MLL|
005197|PAPEL BOND 80 GR 72X102C/S              |ATLAS|011|003|D|CTO|RMA5||
005200|PAPEL BOND 75 GR 72X102                 |ATLAS|011|003|D|CTO|RMA5||
005201|PAPEL BOND 75 GR 69X89 EXTRA            |PARAMONGA|011|003|D|CTO|RMA5||
005202|PAPEL BOND 80 GR 61X86                  |ATLAS|011|003|D|CTO|RMA5||
005203|PAPEL BOND 80 GR 61X86                  |IMPORTADO|011|003|D|CTO|RMA5||
005204|PAPEL BOND 80 GR 61X86 C/S              |ATLAS|011|003|D|CTO|RMA5||
005205|PAPEL BOND 80 GR 69X89 ALISADO          |ATLAS|011|003|D|CTO|RMA5||
005222|PAPEL BOND 75 GR 61X86 SATIN            |ATLAS|011|003|D|CTO|RMA5||
005223|PAPEL BOND       61X86 COLOR ALISADO    |S/M|011|003|D|CTO|RMA5||
005224|PAPEL BOND 75 GR 69X87 AUTOCOP          |S/M|011|003|D|CTO|RMA5||
005225|PAPEL BOND 80 GR DOBLE OF.              |S/M|011|003|D|UNI|MLL||
005231|PAPEL BOND 80 GR 61X86                  |IMPORTADO|011|003|D|CTO|RMA5||
005235|PAPEL BOND 75 GR 61X86|GRAPHOS|011|003|A|CTO|RMA5||
005238|PAPEL BOND 75 GR CTA                    |PARAMONGA|011|003|D|MLL|CTO0.100|MLL|
005247|PAPEL BOND 75 GR 61X86                  |DCN|011|003|D|CTO|RMA5||
005248|PAPEL BOND 75 GR 61X86                  |DCNF|011|003|D|CTO|RMA5||
005249|PAPEL BOND 75 GR 69X89                  |DCNF|011|003|D|CTO|RMA5||
005250|PAPEL BOND 75 GR 72X102                 |DCN|011|003|D|CTO|RMA5||
005253|PAPEL BOND 75 GR 86X61                  |PGA|011|003|D|CTO|RMA5||
005254|PAPEL BOND 75 GR 89X69                  |PGA|011|003|D|CTO|RMA5||
005258|PAPEL BOND 75 GR A-4                    |S/M|011|003|D|CTO|RMA5||
005261|PAPEL BOND 75 GR 69X89|IMPORTADO|011|003|D|CTO|RMA5||
005262|PAPEL BOND 75 GR 61X86                  |CONV|011|003|D|CTO|RMA5||
005264|PAPEL BOND 70 GR 69X89                  |S/M|011|003|D|CTO|RMA5||
005265|PAPEL BOND 80 GR 61X86                  |A. REX|011|003|D|CTO|RMA5||
005269|PAPEL BOND 80 GR 61X86 C/S              |ATLAS|011|003|D|CTO|RMA5||
005271|PAPEL BOND 120 GR 69X89 ALISADO (250HJ) |SURCO|002|043|D|CTO|RMA2.500||
005272|PAPEL BOND 12O GR 69X89 ALISADO (500HJ) |ATLAS|002|043|D|CTO|RMA5||
005276|PAPEL BOND 120 GR 69X89|ATLAS|002|043|D|CTO|RMA5||
005278|PAPEL BOND  90 GR 61X86                 |BRAZIL|002|043|D|CTO|RMA5||
005279|PAPEL BOND 120 GR 60X86                 |BRAZIL|002|043|D|CTO|RMA5||
005280|PAPEL BOND 120 GR 61X86 500HJ|S/M|002|043|D|CTO|RMA5||
005281|PAPEL BOND  90 GR       AMARILLO        |ATLAS|002|043|D|CTO|RMA5||
005282|PAPEL BOND  90 GR 61X86 ALISADO         |ATLAS|002|043|D|CTO|RMA5||
005283|PAPEL BOND  90 GR 61X86 ALISADO         |ATLAS|002|043|D|CTO|RMA5||
005284|PAPEL BOND  90 GR 72X102                |ATLAS|002|043|D|CTO|RMA5||
005298|PAPEL BULKY 148   A-4 ANCHO             |S/M|002|046|D|UNI|MLL||
005308|PAPEL BULKY       61X86|GRAPHOS|002|046|D|CTO|RMA5||
005309|PAPEL BULKY OBRA 61X86X500              |S/M|002|046|D|CTO|RMA5||
005312|PAPEL BULKY 56 GR 61X86                 |PARAMONGA|002|046|D|CTO|RMA5||
005313|PAPEL BULKY 56 GR 69X89                 |PARAMONGA|002|046|D|CTO|RMA5||
005315|PAPEL BULKY 56 GR 61X86  MEJORADO       |PARAMONGA|002|046|D|CTO|RMA5||
005316|PAPEL BULKY 56 GR 69X89  MEJORADO       |PARAMONGA|002|046|D|CTO|RMA5||
005324|PAPEL CANSON 110/115 GR ROLLO|FABER C.|002|048|D|RLL|TUB||
005359|PAPEL CONTABLE SALARIO                  |UNIVERSAL |002|054|D|RML|RMA||
005360|PAPEL CONTABLE CUENTA                   |LORO|002|054|D|UNI|RMA||
005364|PAPEL CONTABLE  7 COL                   |S/M|002|054|D|UNI|MLL||
005365|PAPEL CONTABLE 14 COL                   |UUNIVERSAL|002|054|D|UNI|MLL||
005366|PAPEL CONTABLE 21 COL                   |S/M|002|054|D|UNI|MLL||
005385|PAPEL COPIA 69X89 MANIFOLD AMARILLO|BRASIL|002|055|D|CTO|MLL10||
005388|PAPEL COPIA 61X86 30 GR                 |STANDFORD|002|055|D|CTO|RMA10||
005389|PAPEL COPIA 69X89 30 GR                 |STANDFORD|002|055|D|CTO|RMA10||
005391|PAPEL COPIA 69X89 30 GR AMARILLO        |STANDFORD|002|055|D|CTO|RMA10||
005393|PAPEL COPIA 69X89 30 GR CELESTE|STANDFORD|010|055|D|CTO|RMA10||
005395|PAPEL COPIA 69X89 30 GR ROSADO          |STANDFORD|002|055|D|CTO|RMA10||
005397|PAPEL COPIA 69X89 30 GR VERDE           |STANDFORD|002|055|D|CTO|RMA10||
005425|PAPEL COPIA 61X86 MANIFOLD (500 HJ)     |S/M|002|055|D|UNI|RMA500||
005432|PAPEL COPIA 61X86 32 GR                 |A. REX|002|055|D|CTO|RMA10||
005433|PAPEL COPIA 69X89 32 GR (1000 PLG)|S/M|002|055|D|CTO|RMA10||
005434|PAPEL COPIA 61X86 32 GR VERDE           |A. REX|002|055|D|CTO|RMA10||
005438|PAPEL COPIA 61X86 MANIFOLD BLANCO       |STANDFORD|002|055|D|CTO|RMA10||
005439|PAPEL COPIA 69X89 MANIFOLD BLANCO       |STANDFORD|002|055|D|CTO|RMA10||
005440|PAPEL COPIA 61X86 MONOLUCIDO BLANCO     |PARAMONGA|002|055|D|CTO|RMA10||
005441|PAPEL COPIA 61X86 MONOLUCIDO COLOR      |PARAMONGA|002|055|D|CTO|RMA10||
005442|PAPEL COPIA 61X86 MONOLUCIDO COLOR      |STANDFORD|002|055|D|CTO|RMA10||
005443|PAPEL COPIA 69X89 MONOLUCIDO BLANCO     |PARAMONGA|002|055|D|CTO|RMA10||
005445|PAPEL COPIA 72X101 52 GR MONOLUCIDO     |S/M|002|055|D|CTO|RMA10||
005446|PAPEL COPIA OF. MONOLUCIDO BLANCO|PARAMONGA|010|055|D|MLL|CTO0.100|MLL|
005448|PAPEL COPIA 61X86 MONOLUCIDO BLANCO     |PARAMONGA|002|055|D|MLL|CTO0.100|MLL|
005454|PAPEL COPIA 69X89 COLOR                 |PARAMONGA|002|055|D|MLL|CTO0.100|MLL|
005468|PAPEL COPIA 61X86 32 GR BLANCO          |S/M|002|055|D|CTO|RMA10||
005470|PAPEL COPIA 69X89 32 GR AMARILLO        |PARAMONGA|002|055|D|CTO|RMA10||
005472|PAPEL COPIA 61X86 32 GR ROSADO          |PARAMONGA|002|055|D|CTO|RMA10||
005473|PAPEL COPIA 69X89 30 GR AMARILLO        |PARAMONGA|002|055|D|MLL|CTO0.100|MLL|
005475|PAPEL COPIA 61X86 30 GR BLANCO          |PARAMONGA|002|055|D|MLL|CTO0.100|MLL|
005551|PAPEL COUCHE  80 GR 72X102              |TERRAPRIN|002|057|D|CTO|RMA5||
005552|PAPEL COUCHE 80 GR 61X86 CM|IMPORTADO|002|057|D|CTO|RMA5||
005553|PAPEL COUCHE  90 GR 61X86|IMPORTADO|002|057|D|CTO|RMA5||
005554|PAPEL COUCHE  56 GR 50X70               |S/M|002|057|D|CTO|RMA5||
005556|PAPEL COUCHE 115 GR 61X86 E2C           |ATLAS|002|057|D|UNI|RMA500||
005557|PAPEL COUCHE 120 GR 61X86               |ATLASCOTE|002|057|D|CTO|RMA5||
005558|PAPEL COUCHE  80 GR 69X89 (500HJ)       |TERRAPRINT|010|057|D|CTO|RMA5||
005559|PAPEL COUCHE  90 GR 69X89 (500HJ)       |CONDAT|010|057|D|CTO|RMA5||
005560|PAPEL COUCHE 120 GR 69X89               |IMPORTADO|002|057|D|CTO|RMA5||
005561|PAPEL GLUPACK        90X65 250HJ        |PARAMONGA|002|058|D|CTO|RMA2.500||
005562|PAPEL CLUPACK 95G 121.5X155CM|PARAMONGA|002|058|D|UNI|FDO||
005563|PAPEL GLUPACK 90 GR 121.5X160X200       |S/M|002|058|D|CTO|RMA2||
005565|PAPEL CLUPACK 81 GR 122X155|AMERICANO|002|058|D|CTO|RMA2.500||
005566|PAPEL MULTIPLIEGO 90 GR 151X155         |RIVERWOOD|002|058|D|CTO|RMA2.500||
005567|PAPEL MULTIWALL   81 GR 75X122          |S/M|002|058|D|CTO|RMA2.500||
005568|PAPEL MULTIPLIEGO 90 GR 121.5X154 KRAFT |S/M|002|058|D|CTO|RMA2.500||
005569|PAPEL MULTIPLIEGO X 250                 |P|002|058|D|CTO|||
005570|PAPEL MULTIPLIEGO 90 GR 151X155         |RIBERWOOD|002|058|D|CTO|RMA2.500||
005571|PAPEL GLUPACK       121.5X155|PARAMONGA|002|058|D|CTO|RMA2.500||
005583|PAPEL KRAFT 85 GR 121X155               |PARAMONGAI|002|060|D|CTO|RMA5||
005584|PAPEL KRAFT 75 GR 81X103                |PARAMONGA|002|060|D|CTO|CTO100|RMA250|
005585|PAPEL KRAFT 52 GR                       |PARAMONGA|002|060|D|CTO|RMA5||
005586|PAPEL KRAFT 58 GR                       |PARAMONGA|002|060|D|CTO|RMA5||
005589|PAPEL KRAFT 52 GR                       |PARAMONGA|002|060|D|CTO|RMA5||
005590|PAPEL KRAFT 85 GR 125X155               |PARAMONGA|002|060|D|CTO|RMA5|MLL10|
005596|PAPEL LUSTRE 50X70 COUCHE               |IMPORTADO|010|064|D|CTO|DOC0.120|CTO|
005610|PAPEL LUSTRE 50X60 COLORES              |S/M|002|064|D|CTO|DOC0.120|CTO|
005611|PAPEL LUSTRE 50X70                      |NAVARRETE|002|064|D|CTO|CTO100||
005612|PAPEL LUSTRE 50X70 ROJO|A. REX|002|064|D|PLG|||
